bill_number,title,domain_title_terms,broad_title_terms,committee_net,fetch_status,legislation_type,text_chars,text_terms,snippet,decision,reason,note
S839,An Act assisting low-income students success through work-study,,,,corpus_screen,,,personal_information:1,) employment rates of former recipients 1 year after completing a degree or certificate program. no personal identifying information shall be used in the report. the first report shall be filed on or before august 1 two years after said massachusetts community college career path,exclude,EX-PROGRAM-INCIDENT,no-PII clause in work-study program outcome report
S857,An Act ensuring continued rights for public housing residents,,,,corpus_screen,,,privacy_generic:1,"ease terms, eviction, right to return, grievance, resident participation, preference in hiring, and privacy rights, except as may be required to secure financing necessary for the feasibility of the project, or to meet associated programmatic eligibility re",exclude,EX-FALSEPOS,"""privacy rights"" in preserved-lease-terms list for public housing"
S859,An Act promoting fair housing by preventing discrimination against affordable housing,,,,corpus_screen,,,genetic_privacy:1,"shall not include persons whose sexual orientation involves minor children as the sex object, age, genetic information, ancestry, marital status, veteran status or membership in the armed forces, familial status, disability condition, blindness, hearing impairment or",exclude,EX-FALSEPOS,"""genetic information"" in housing anti-discrimination protected-class list"
S941,An Act relative to access to justice,,,,corpus_screen,,,personal_information:1,"se twenty-sixth of section 7 of chapter 4, provided that the name, address, phone number, and other personal identifying information regarding the interview subject shall not be a public record. (c) the provisions of paragraphs (a) and (b) shall not apply to persons in federal cu",include,IN-CORPUS-SCREEN,ss.1-3 restrict disclosure of RMV records and CORI (government-held personal data) absent warrant/criminal-justice purpose - disclosure restrictions over existing government record classes
S947,An Act to ensure legal parentage equality,,,,corpus_screen,,,genetic_privacy:4;privacy_generic:2,"ihood of other harm to the child. (b) if an individual challenges parentage based on the results of genetic testing, in addition to the factors listed in subsection (a), the court shall consider: (i) the facts surrounding the discovery that the individual might",exclude,EX-ADJACENT,parentage law incl. genetic-testing challenge procedure; family-law-procedure exclusion
S953,An Act to create access to justice,,,,corpus_screen,,,genetic_privacy:1,"tional origin, ethnicity, ancestry, citizenship or immigration status, limited english proficiency, genetic information, sex, gender identity or gender expression, sexual orientation, age, disability, medical condition, familial status, pregnancy, status as a veteran o",exclude,EX-FALSEPOS,"""genetic information"" in protected-class list"
S96,An Act updating terminology and investigative practices related to the protection of persons with disabilities,,,,corpus_screen,,,personal_information:8,"d, collected, used, maintained or disseminated pursuant to this chapter and that is confidential or personally identifiable information pursuant to state or federal law shall not be a public record pursuant to clause twenty-six of section 7 of chapter 4 or chapter 66. section 16.",exclude,EX-PROGRAM-INCIDENT,Senate companion of H4393; confidentiality/PII clauses incident to disabled-persons protection program
S978,An Act relative to fair investment practices,,,,corpus_screen,,,genetic_privacy:1,"tation, which shall not include sexual orientation involving minor children as the sex object; age; genetic information; ancestry; status as a veteran; handicap; or pregnancy or a condition related to said pregnancy including, but not limited to, lactation or the need",exclude,EX-FALSEPOS,"""genetic information"" in investment anti-discrimination list"
H1745,An Act relative to transmitting indecent visual depictions by teens and the unlawful distribution of explicit images,,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,"NDII offense, SECTION 5"
S1012,An Act relative to transmitting indecent visual depictions by teens and the unlawful distribution of explicit images,,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,"NDII offense, SECTION 5"
S1139,An Act relative to transmitting indecent visual depictions by teens and the unlawful distribution of explicit images,,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,"NDII offense, SECTION 5"
H4115,An Act to prevent abuse and exploitation,,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,"Judiciary redraft carrying the NDII offense, SECTION 6"
H4241,An Act to prevent abuse and exploitation,,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,House-engrossed vehicle of the NDII offense
H4744,An Act to prevent abuse and exploitation,,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,conference vehicle; enacted as 2024 c.118 (NDII at s.6)
H1690,An Act promoting housing opportunity and mobility through eviction sealing (HOMES),,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,eviction-record sealing regime
S956,An Act promoting housing opportunity and mobility through eviction sealing (HOMES),,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,companion of H1690
H4356,An Act promoting housing opportunity and mobility through eviction sealing (HOMES),,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,Judiciary redraft of the HOMES bills
H1525,An Act modernizing notary services,,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,notary personal-info use/sale restriction
S943,An Act modernizing notary services,,,,added_by_feedback,Bill,,,,include,IN-ENACTED-FEEDBACK,companion of H1525
